CNES - Recursos Físicos - Hospitalar - Leitos Complementares - Brasil
Quantidade Não SUS por Município e Ano/mês compet.
Leitos complementares: UTI adulto II COVID-19
Período:2020-2022
"Município";"2020/Mar";"2020/Abr";"2020/Mai";"2020/Jun";"2020/Jul";"2020/Ago";"2020/Set";"2020/Out";"2020/Nov";"2020/Dez";"2021/Jan";"2021/Fev";"2021/Mar";"2021/Abr";"2021/Mai";"2021/Jun";"2021/Jul";"2021/Ago";"2021/Set";"2021/Out";"2021/Nov";"2021/Dez";"2022/Jan";"2022/Fev";"2022/Mar";"2022/Abr";"2022/Mai";"2022/Jun";"2022/Jul";"2022/Ago";"2022/Set";"2022/Out";"2022/Nov"
"353730 PENAPOLIS";-;10;20;20;20;20;20;20;20;10;20;20;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"353780 PIEDADE";-;-;-;-;5;5;5;5;5;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"353800 PINDAMONHANGABA";10;10;15;15;15;15;10;-;-;-;10;-;-;10;8;8;8;8;8;8;8;8;8;-;12;-;-;-;-;-;-;-;-
"353870 PIRACICABA";36;30;2;15;29;19;7;31;36;28;42;18;-;-;-;5;5;5;13;13;18;18;18;18;28;-;-;-;-;-;-;-;-
"353930 PIRASSUNUNGA";-;-;-;-;-;5;5;5;5;5;5;3;3;3;3;3;5;5;3;3;3;-;-;-;8;8;8;-;-;-;-;-;-
"353980 POA";-;8;8;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"354060 PORTO FELIZ";-;-;-;-;-;-;-;-;-;-;10;14;14;14;14;14;14;14;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"354070 PORTO FERREIRA";-;-;-;-;5;5;5;5;5;-;-;-;-;-;-;-;-;-;-;-;-;-;5;5;5;-;-;-;-;-;-;-;-
"354100 PRAIA GRANDE";34;30;10;10;10;10;30;30;30;15;15;15;3;30;30;-;-;-;30;-;10;10;10;10;-;-;-;-;-;-;-;-;-
"354130 PRESIDENTE EPITACIO";-;-;-;-;-;10;10;5;5;10;10;10;-;-;-;-;-;-;-;-;-;-;-;-;10;10;-;-;-;-;-;-;-
"354140 PRESIDENTE PRUDENTE";-;20;20;20;30;40;20;20;20;10;10;40;10;-;-;-;-;-;10;10;20;20;10;10;30;30;30;-;-;-;-;-;-
"354150 PRESIDENTE VENCESLAU";-;-;-;-;-;-;-;-;-;-;-;-;-;-;10;10;10;1;1;1;-;1;10;10;10;-;-;-;-;-;-;-;-
"354160 PROMISSAO";-;2;2;2;2;2;2;2;2;2;12;12;2;2;2;-;-;-;-;10;-;-;-;-;-;-;-;-;-;-;-;-;-
"354220 RANCHARIA";-;5;5;5;5;5;5;5;5;-;-;-;-;-;5;5;5;-;-;5;5;5;5;5;10;10;10;-;-;-;-;-;-
"354260 REGISTRO";-;10;10;10;10;20;20;20;20;20;30;-;-;-;5;-;-;-;15;15;15;-;5;5;-;-;-;-;-;-;-;-;-
"354330 RIBEIRAO PIRES";-;-;-;-;-;-;-;-;-;-;-;-;-;10;10;10;10;5;5;5;5;5;5;10;10;10;10;-;-;-;-;-;-
"354340 RIBEIRAO PRETO";13;75;1;1;62;40;40;85;92;97;135;131;91;66;45;43;43;43;70;48;60;51;53;53;141;131;131;-;-;-;-;-;-
"354390 RIO CLARO";10;10;10;18;18;20;12;7;7;7;20;10;2;2;2;2;2;2;2;2;2;2;15;15;20;-;-;-;-;-;-;-;-
"354400 RIO DAS PEDRAS";-;-;-;5;5;5;5;-;-;-;5;5;5;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"354520 SALTO";-;4;4;4;4;4;4;4;4;4;4;4;4;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"354580 SANTA BARBARA D'OESTE";-;-;-;15;15;5;5;5;10;10;10;20;-;-;-;-;-;-;-;-;-;10;10;10;-;-;-;-;-;-;-;-;-
"354640 SANTA CRUZ DO RIO PARDO";-;5;5;5;-;-;-;5;5;-;-;-;10;5;5;5;5;5;5;10;10;10;10;10;10;10;10;-;-;-;-;-;-
"354660 SANTA FE DO SUL";-;1;1;1;5;5;5;5;5;5;5;5;-;-;-;-;-;-;-;-;-;-;-;-;10;-;-;-;-;-;-;-;-
"354680 SANTA ISABEL";1;7;10;10;1;1;1;1;1;1;1;1;1;1;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"354730 SANTANA DE PARNAIBA";-;-;20;20;20;20;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"354780 SANTO ANDRE";-;50;50;72;32;-;-;20;10;-;30;40;13;19;19;5;5;5;8;5;107;107;45;15;35;5;5;-;-;-;-;-;-
"354850 SANTOS";120;116;44;78;73;91;134;134;134;134;134;143;80;90;20;20;20;20;-;-;-;-;15;10;42;39;10;-;-;-;-;-;-
"354870 SAO BERNARDO DO CAMPO";-;89;94;94;94;89;20;20;30;20;20;-;1;-;-;-;-;-;-;-;-;-;15;15;65;65;70;-;-;-;-;-;-
"354880 SAO CAETANO DO SUL";30;50;40;40;-;-;-;40;40;40;-;40;40;30;30;-;-;-;20;20;30;-;10;10;20;20;20;-;-;-;-;-;-
"354890 SAO CARLOS";10;40;20;20;20;20;6;6;-;-;4;40;-;4;-;-;-;-;-;-;24;20;30;15;25;25;25;-;-;-;-;-;-
"354910 SAO JOAO DA BOA VISTA";-;-;-;-;10;10;10;10;10;10;10;10;-;-;-;-;-;-;-;-;5;5;5;5;-;-;-;-;-;-;-;-;-
"354940 SAO JOAQUIM DA BARRA";-;5;5;5;5;10;-;-;-;-;-;10;-;-;-;-;-;-;-;-;-;-;-;-;10;-;-;-;-;-;-;-;-
"354970 SAO JOSE DO RIO PARDO";-;-;-;-;-;5;5;-;-;-;5;-;-;5;5;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"354980 SAO JOSE DO RIO PRETO";62;95;10;10;-;14;14;50;27;32;32;32;22;10;10;2;2;2;2;2;2;14;14;14;105;55;-;-;-;-;-;-;-
"354990 SAO JOSE DOS CAMPOS";10;10;10;10;-;-;-;16;16;-;-;-;-;-;-;-;-;-;-;-;-;-;10;30;26;-;-;-;-;-;-;-;-
"355010 SAO MANUEL";3;3;3;5;5;5;5;5;5;5;5;-;-;-;-;-;-;-;-;-;-;-;-;-;5;5;5;-;-;-;-;-;-
"355030 SAO PAULO";937;640;976;1207;1106;1212;1561;1487;1324;1057;1233;1069;1140;347;272;263;273;333;779;493;875;908;910;658;962;663;542;-;-;-;-;-;-
"355040 SAO PEDRO";5;5;5;10;5;5;5;10;10;10;10;10;-;-;-;-;-;-;-;-;-;-;5;5;10;10;10;-;-;-;-;-;-
"355060 SAO ROQUE";-;5;5;10;10;-;-;-;5;5;13;18;18;18;18;8;1;1;8;8;-;-;10;8;8;8;8;-;-;-;-;-;-
"355070 SAO SEBASTIAO";-;22;22;22;22;-;-;-;22;22;22;22;22;-;-;-;-;-;-;10;10;10;-;-;-;-;-;-;-;-;-;-;-
"355100 SAO VICENTE";37;19;13;13;15;25;25;-;-;4;4;-;1;1;1;-;-;-;-;-;-;-;10;10;15;15;15;-;-;-;-;-;-
"355150 SERRANA";-;13;13;13;13;13;13;13;13;13;13;13;8;8;8;8;8;8;8;13;13;13;13;13;13;13;13;-;-;-;-;-;-
"355170 SERTAOZINHO";3;4;5;10;10;5;5;5;10;2;2;10;5;-;10;10;10;10;10;3;13;3;3;3;10;1;1;-;-;-;-;-;-
"355210 SOCORRO";-;7;7;7;7;7;7;-;-;-;2;2;2;2;2;-;-;-;-;-;-;-;-;-;7;-;-;-;-;-;-;-;-
"355220 SOROCABA";20;15;25;40;20;5;5;5;20;20;85;75;65;10;15;2;2;2;20;10;10;30;30;20;60;40;40;-;-;-;-;-;-
"355240 SUMARE";-;24;-;-;-;-;24;24;24;24;24;24;16;16;10;10;10;10;10;10;10;10;10;10;20;20;10;-;-;-;-;-;-
"355250 SUZANO";-;-;18;18;18;18;-;-;-;-;-;-;18;38;38;39;30;30;20;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"355280 TABOAO DA SERRA";10;9;-;-;-;10;10;10;18;18;18;18;18;8;-;-;-;-;-;-;-;-;10;10;-;-;-;-;-;-;-;-;-
"355370 TAQUARITINGA";-;-;-;-;5;5;-;-;-;5;-;-;-;-;-;-;-;-;-;-;-;-;5;5;5;5;5;-;-;-;-;-;-
"355380 TAQUARITUBA";-;-;-;-;-;-;-;5;-;-;10;10;10;10;10;-;-;-;-;-;-;-;10;-;-;-;-;-;-;-;-;-;-
"355400 TATUI";5;5;5;10;5;-;-;-;5;10;10;5;-;-;5;-;-;-;-;-;7;7;-;-;8;8;8;-;-;-;-;-;-
"355410 TAUBATE";10;-;10;10;20;20;20;10;10;-;-;20;-;4;-;-;-;-;-;-;5;5;10;10;10;10;10;-;-;-;-;-;-
"355500 TUPA";-;10;10;10;15;15;15;15;-;-;15;-;-;-;-;-;-;-;-;-;-;-;5;-;-;-;-;-;-;-;-;-;-
"355540 UBATUBA";-;-;-;-;-;-;10;10;10;10;10;10;5;-;-;-;-;-;-;-;-;5;5;5;10;10;10;-;-;-;-;-;-
"355620 VALINHOS";-;-;-;-;9;9;-;-;8;17;8;9;9;9;9;9;9;9;9;9;9;13;11;11;17;17;17;-;-;-;-;-;-
"355670 VINHEDO";-;-;-;-;-;-;-;-;-;-;-;5;-;-;-;-;-;-;-;-;-;-;-;-;5;5;5;5;-;-;-;-;-
"355700 VOTORANTIM";-;2;5;5;7;7;2;-;-;-;2;7;-;2;5;5;5;-;-;-;-;-;5;5;10;10;10;-;-;-;-;-;-
"355710 VOTUPORANGA";10;10;10;10;16;12;4;4;4;10;10;10;7;4;4;5;5;5;5;5;14;14;24;24;24;24;-;-;-;-;-;-;-
"410140 APUCARANA";10;6;-;-;7;-;4;10;14;4;10;10;-;-;3;3;3;-;-;-;-;-;-;-;23;23;23;-;-;-;-;-;-
"410150 ARAPONGAS";20;20;-;-;-;30;30;20;20;20;50;28;10;5;11;11;5;5;5;5;41;41;5;5;35;-;-;-;-;-;-;-;-
"410180 ARAUCARIA";-;10;10;10;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"410200 ASSIS CHATEAUBRIAND";10;10;-;4;-;-;-;-;-;-;14;14;-;-;-;-;-;-;-;-;-;-;-;-;28;28;28;-;-;-;-;-;-
"410210 ASTORGA";-;-;-;-;-;-;-;-;-;-;-;-;3;3;3;3;3;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"410240 BANDEIRANTES";8;8;-;8;8;8;8;8;8;8;8;8;7;-;3;-;-;-;-;-;-;-;-;-;10;10;10;-;-;-;-;-;-
"410370 CAMBE";-;-;-;-;-;-;-;-;-;-;-;-;5;-;-;-;-;-;-;-;-;-;-;-;5;5;5;-;-;-;-;-;-
"410400 CAMPINA GRANDE DO SUL";20;20;-;-;20;20;20;20;20;20;20;20;20;20;-;-;-;-;-;-;-;-;-;-;20;20;20;-;-;-;-;-;-
"410420 CAMPO LARGO";20;-;-;-;-;-;-;-;-;-;-;-;52;-;-;5;-;-;-;-;-;-;-;-;57;57;57;-;-;-;-;-;-
"410430 CAMPO MOURAO";14;19;15;6;12;12;12;12;12;12;12;13;5;-;7;10;6;6;6;9;9;9;6;6;6;6;6;-;-;-;-;-;-
"410480 CASCAVEL";29;10;-;26;26;26;12;12;17;17;35;41;22;2;2;2;2;2;2;2;32;42;12;12;42;42;42;-;-;-;-;-;-
"410490 CASTRO";-;-;-;-;-;-;-;-;-;-;-;-;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;-;-;-;-;-;-
"410530 CEU AZUL";-;-;-;-;-;-;-;-;-;-;-;-;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;-;-;-;-;-;-
"410540 CHOPINZINHO";10;-;-;-;10;-;-;-;10;10;-;10;-;-;3;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"410550 CIANORTE";6;6;-;2;2;2;8;8;8;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;8;-;-;-;-;-;-;-;-
"410590 COLORADO";10;10;-;-;-;-;-;10;10;3;3;15;-;-;-;-;-;-;-;-;10;10;10;10;-;-;-;-;-;-;-;-;-
"410640 CORNELIO PROCOPIO";10;10;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5;5;5;-;-;-;-;-;-
"410690 CURITIBA";194;196;-;98;14;14;44;15;86;17;29;94;4;11;21;10;10;10;10;7;2;2;39;29;186;32;-;-;-;-;-;-;-
"410720 DOIS VIZINHOS";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;8;8;-;-;-;-;-;-;-;8;8;8;-;-;-;-;-;-
"410830 FOZ DO IGUACU";17;17;-;-;13;-;13;-;10;10;20;10;10;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"410840 FRANCISCO BELTRAO";10;10;-;-;-;-;-;-;-;-;-;10;-;-;9;9;-;-;-;-;-;-;-;-;22;22;-;-;-;-;-;-;-
"410860 GOIOERE";10;-;-;10;-;-;-;-;-;-;-;-;-;-;-;3;3;3;-;-;3;3;-;-;10;-;-;-;-;-;-;-;-
"410940 GUARAPUAVA";40;10;-;20;20;20;30;30;30;30;40;20;30;20;5;5;-;-;-;-;-;-;-;-;40;40;-;-;-;-;-;-;-
"411070 IRATI";8;-;-;-;4;4;4;4;4;4;4;4;5;-;-;-;-;-;-;-;-;-;-;-;12;12;12;-;-;-;-;-;-
"411150 IVAIPORA";-;-;-;20;4;4;4;4;4;4;24;24;24;24;24;24;24;24;24;24;24;24;24;24;24;24;24;20;-;-;-;-;-
"411320 LAPA";3;3;-;-;-;-;-;-;-;-;-;-;-;6;3;2;-;-;-;-;-;-;-;-;10;10;10;-;-;-;-;-;-
"411330 LARANJEIRAS DO SUL";10;-;10;10;10;-;-;10;10;10;10;10;-;-;1;1;1;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"411350 LOANDA";4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"411370 LONDRINA";46;36;10;10;30;20;30;20;-;-;-;-;-;40;-;-;-;-;-;-;-;-;-;-;106;-;-;-;-;-;-;-;-
"411520 MARINGA";75;30;20;20;10;10;20;10;5;10;10;10;20;10;10;10;10;10;15;15;31;31;31;5;40;20;10;-;-;-;-;-;-
"411560 MATELANDIA";10;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"411580 MEDIANEIRA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5;5;5;5;5;5;5;5;5;5;-;-
"411605 MISSAL";-;-;-;-;-;-;-;-;-;-;-;-;3;3;3;10;-;-;-;-;-;10;10;10;10;10;10;-;-;-;-;-;-
"411670 NOVA AURORA";-;-;-;-;-;-;-;-;-;-;-;-;6;-;4;-;-;-;-;-;-;-;-;-;10;10;10;-;-;-;-;-;-
"411760 PALMAS";10;-;-;-;2;10;10;10;10;10;10;13;3;-;-;-;-;-;-;-;8;8;8;8;13;13;13;-;-;-;-;-;-
"411790 PALOTINA";10;-;-;-;-;-;-;-;-;-;-;-;10;2;-;-;-;-;-;-;-;-;-;-;10;10;-;-;-;-;-;-;-
"411820 PARANAGUA";10;-;-;10;20;20;10;10;10;10;10;15;5;-;-;-;-;-;-;-;23;23;23;23;35;20;20;-;-;-;-;-;-
"411840 PARANAVAI";10;-;-;10;10;10;10;10;10;10;10;10;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"411850 PATO BRANCO";20;-;-;7;5;-;-;7;12;3;3;3;3;3;3;3;3;3;3;3;3;3;3;2;7;2;2;-;-;-;-;-;-
"411990 PONTA GROSSA";10;10;-;10;20;20;20;-;-;-;28;8;-;10;-;10;10;10;10;10;35;35;35;35;10;10;10;-;-;-;-;-;-
"412035 PRANCHITA";3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"412410 SANTO ANTONIO DA PLATINA";10;-;-;10;10;10;10;10;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;15;15;-;-;-;-;-;-;-
"412550 SAO JOSE DOS PINHAIS";10;10;-;-;-;-;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;-;-;-;-;-;-
"412625 SARANDI";12;12;-;-;-;-;-;12;15;16;16;21;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"412710 TELEMACO BORBA";4;-;-;10;14;24;24;24;4;24;10;10;8;-;5;-;-;-;-;-;2;2;2;2;43;43;43;-;-;-;-;-;-
"412770 TOLEDO";16;60;-;-;-;-;-;-;-;-;24;8;-;-;-;-;-;-;-;-;-;-;-;-;24;24;24;-;-;-;-;-;-
"412810 UMUARAMA";39;38;32;32;20;20;20;30;30;20;20;20;20;10;10;10;10;10;10;-;27;27;17;17;27;27;27;-;-;-;-;-;-
"412820 UNIAO DA VITORIA";6;-;-;-;6;6;6;6;6;6;6;11;3;3;3;3;3;3;3;3;7;4;4;-;4;4;4;-;-;-;-;-;-
"420140 ARARANGUA";-;-;-;-;-;-;10;10;-;-;-;-;-;10;-;-;-;-;-;-;-;-;-;30;10;-;-;-;-;-;-;-;-
"420200 BALNEARIO CAMBORIU";-;-;11;-;6;10;19;11;11;11;21;20;20;20;9;9;9;9;3;3;3;4;-;-;-;-;-;-;-;-;-;-;-
"420230 BIGUACU";-;-;-;-;-;10;10;10;10;-;-;-;10;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"420240 BLUMENAU";26;-;-;10;40;5;10;15;25;35;71;55;-;-;10;10;10;10;10;-;41;41;41;10;30;-;-;-;-;-;-;-;-
"420290 BRUSQUE";-;-;-;10;12;12;12;-;-;-;-;22;-;-;-;-;-;-;-;-;-;-;-;-;22;22;22;-;-;-;-;-;-
"420300 CACADOR";-;-;-;-;-;-;10;-;-;-;-;-;-;8;-;-;-;-;-;-;-;-;-;-;20;20;20;-;-;-;-;-;-
"420360 CAMPOS NOVOS";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;10;-;-;-;-;-;-;-;-;10;10;10;-;-;-;-;-;-
"420380 CANOINHAS";-;-;-;-;5;5;5;5;5;5;5;5;-;-;-;-;-;-;-;-;-;-;-;-;10;10;10;-;-;-;-;-;-
"420420 CHAPECO";10;10;10;-;-;10;20;35;12;12;47;59;24;12;12;12;12;34;12;12;12;12;12;12;12;12;12;-;-;-;-;-;-
"420430 CONCORDIA";-;11;-;-;-;5;16;11;11;1;6;5;4;4;4;4;4;4;4;4;10;10;-;-;10;10;10;-;-;-;-;-;-
"420460 CRICIUMA";15;-;-;-;-;-;15;20;20;10;25;30;30;10;-;-;-;-;-;-;-;-;-;-;35;35;35;-;-;-;-;-;-
"420480 CURITIBANOS";-;-;-;-;3;-;-;-;3;-;6;-;-;-;-;-;-;-;-;-;-;-;-;-;9;9;9;-;-;-;-;-;-
"420540 FLORIANOPOLIS";-;53;33;25;43;47;80;55;65;80;80;84;73;65;34;10;20;40;40;40;56;48;48;48;115;74;74;-;-;-;-;-;-
"420550 FRAIBURGO";-;-;-;-;-;6;6;6;6;6;6;6;6;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"420590 GASPAR";-;10;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;10;10;10;10;10;-;-;-;-;-;-
"420690 IBIRAMA";-;5;5;5;5;1;10;10;10;-;-;-;10;-;-;-;-;-;-;-;-;-;10;10;10;10;-;-;-;-;-;-;-
"420700 ICARA";-;-;-;-;10;10;10;-;-;-;10;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"420730 IMBITUBA";-;-;-;-;-;10;10;10;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"420750 INDAIAL";-;-;-;-;-;-;-;-;-;-;-;-;-;10;-;2;2;2;2;2;2;2;2;2;-;-;-;-;-;-;-;-;-
"420820 ITAJAI";10;15;-;10;20;20;15;10;35;10;25;10;10;10;10;-;-;-;-;-;40;40;40;-;-;-;-;-;-;-;-;-;-
"420850 ITUPORANGA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6;6;6;6;6;6;6;-;-;-;-;-;-
"420890 JARAGUA DO SUL";-;-;-;-;10;10;10;-;-;-;10;5;5;25;15;15;15;10;10;10;-;-;-;-;30;30;30;-;-;-;-;-;-
"420900 JOACABA";6;6;-;-;-;-;-;-;-;-;6;4;-;5;-;-;-;-;-;-;-;-;-;-;15;15;15;-;-;-;-;-;-
"420910 JOINVILLE";60;77;30;20;67;57;28;60;70;67;75;58;67;68;6;6;6;6;6;6;27;37;47;37;82;82;82;-;-;-;-;-;-
"420930 LAGES";17;2;2;2;20;20;26;9;9;9;29;21;23;23;12;3;3;3;2;12;12;12;12;22;40;30;30;-;-;-;-;-;-
"420940 LAGUNA";-;-;-;-;-;10;10;10;-;-;-;10;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"421010 MAFRA";20;6;26;-;-;14;14;-;-;-;14;-;-;-;-;-;-;-;-;-;-;-;-;-;24;24;24;-;-;-;-;-;-
"421050 MARAVILHA";-;-;1;1;1;1;1;1;1;-;-;-;10;10;10;10;10;10;10;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"421150 NOVA TRENTO";-;-;-;-;10;10;10;10;-;-;10;10;5;10;-;-;-;-;-;-;-;-;-;-;15;-;-;-;-;-;-;-;-
"421360 PORTO UNIAO";-;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;-;-;-;-;-;-
"421480 RIO DO SUL";-;-;-;-;10;10;-;-;-;-;-;-;10;5;5;5;5;5;10;10;10;10;10;10;20;20;20;-;-;-;-;-;-
"421500 RIO NEGRINHO";-;-;-;-;-;-;-;-;-;-;-;-;10;10;-;-;-;-;-;-;-;-;-;-;10;10;10;-;-;-;-;-;-
"421550 SANTA CECILIA";5;5;8;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"421580 SAO BENTO DO SUL";-;-;-;-;3;-;-;-;5;5;5;5;5;-;-;-;-;-;-;-;-;-;-;-;5;5;5;-;-;-;-;-;-
"421630 SAO JOAO BATISTA";-;-;-;-;-;-;-;-;-;-;-;-;-;10;10;-;-;-;-;-;-;10;10;10;10;10;-;-;-;-;-;-;-
"421660 SAO JOSE";-;-;-;-;-;-;14;19;15;15;15;24;-;14;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"421720 SAO MIGUEL DO OESTE";2;2;2;2;-;-;-;-;13;12;12;12;-;7;5;5;5;5;5;5;-;-;-;-;20;-;-;-;-;-;-;-;-
"421770 SOMBRIO";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;10;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"421780 TAIO";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;10;10;10;10;10;10;10;10;-;-;-;-;-;-;-;-
"421800 TIJUCAS";-;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;-;-;-;-;-;-;-;-;-;-;-;-
"421820 TIMBO";-;33;36;26;26;38;38;55;55;26;26;26;55;55;26;26;26;26;26;26;1;1;1;1;30;30;30;-;-;-;-;-;-
"421870 TUBARAO";-;10;10;10;5;5;15;10;10;5;15;5;-;-;-;-;-;10;-;-;-;-;-;-;10;10;10;10;-;-;-;-;-
"421930 VIDEIRA";-;-;-;-;10;10;10;10;-;-;-;10;10;-;-;-;-;-;-;-;-;-;-;-;10;10;10;-;-;-;-;-;-
"421950 XANXERE";10;1;-;-;-;-;10;-;-;-;10;-;-;4;-;-;-;-;-;-;-;-;20;10;-;-;-;-;-;-;-;-;-
"430040 ALEGRETE";10;7;-;3;3;3;3;3;1;1;1;1;3;-;-;-;-;-;15;13;13;13;13;13;13;13;13;-;-;-;-;-;-
"430060 ALVORADA";-;-;-;-;-;-;-;-;-;-;-;-;-;6;-;-;-;-;-;-;-;-;-;-;6;6;-;-;-;-;-;-;-
"430160 BAGE";14;14;-;-;-;-;-;-;-;1;4;3;-;-;-;-;-;-;-;-;-;-;-;-;8;8;-;-;-;-;-;-;-
"430210 BENTO GONCALVES";-;5;5;5;-;-;-;-;5;-;-;-;-;-;-;-;-;-;-;-;5;5;-;-;-;-;-;-;-;-;-;-;-
"430300 CACHOEIRA DO SUL";-;8;-;-;-;-;8;3;5;-;-;5;-;-;-;-;-;-;-;-;-;-;-;-;10;-;-;-;-;-;-;-;-
"430310 CACHOEIRINHA";-;8;8;8;8;18;18;12;12;8;14;8;8;10;10;10;2;2;2;2;2;2;2;2;16;-;-;-;-;-;-;-;-
"430350 CAMAQUA";-;-;-;-;-;-;-;-;-;-;10;-;-;-;-;-;-;-;-;-;-;-;-;-;14;-;-;-;-;-;-;-;-
"430390 CAMPO BOM";-;-;-;-;-;-;-;-;-;-;-;-;22;22;10;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"430440 CANELA";-;-;-;-;-;5;5;5;5;5;5;5;15;15;15;-;-;-;-;-;-;-;5;-;10;10;10;10;-;-;-;-;-
"430450 CANGUCU";-;10;10;10;10;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"430460 CANOAS";30;10;10;5;10;4;14;4;10;4;25;54;41;1;1;2;2;2;2;2;2;2;20;20;51;40;-;-;-;-;-;-;-
"430463 CAPAO DA CANOA";-;1;1;1;1;1;1;1;-;1;1;5;1;-;-;-;-;-;-;-;-;-;-;-;10;-;-;-;-;-;-;-;-
"430470 CARAZINHO";-;-;-;6;3;3;3;-;-;-;-;9;-;-;-;-;-;-;-;-;-;-;-;-;9;9;-;-;-;-;-;-;-
"430510 CAXIAS DO SUL";49;25;15;14;35;32;24;16;30;30;39;85;66;71;51;57;31;31;26;24;24;32;32;32;-;-;-;-;-;-;-;-;-
"430535 CHARQUEADAS";-;-;-;-;10;10;10;10;10;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;20;-;-;-;-;-;-;-;-
"430610 CRUZ ALTA";10;10;-;2;2;12;2;2;2;2;12;2;2;2;2;2;2;2;2;2;2;2;2;2;22;2;-;-;-;-;-;-;-
"430660 DOM PEDRITO";10;10;-;-;-;10;10;-;-;-;10;-;-;-;-;-;-;-;-;-;-;-;-;-;10;10;-;-;-;-;-;-;-
"430680 ENCANTADO";-;-;5;-;-;-;5;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"430700 ERECHIM";5;5;8;8;13;13;13;13;13;8;13;11;8;8;8;8;8;8;8;8;8;8;8;8;32;8;8;-;-;-;-;-;-
"430750 ESPUMOSO";-;5;5;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5;5;5;-;-;-;-;-;-
"430770 ESTEIO";-;-;-;6;2;2;2;8;8;8;1;1;1;-;-;-;-;-;-;-;-;-;-;-;18;-;-;-;-;-;-;-;-
