CNES - Recursos Físicos - Hospitalar - Leitos Complementares - Brasil
Quantidade existente por Município e Ano/mês compet.
Leitos complementares: UTI adulto II COVID-19
Período:2020-2022
"Município";"2020/Mar";"2020/Abr";"2020/Mai";"2020/Jun";"2020/Jul";"2020/Ago";"2020/Set";"2020/Out";"2020/Nov";"2020/Dez";"2021/Jan";"2021/Fev";"2021/Mar";"2021/Abr";"2021/Mai";"2021/Jun";"2021/Jul";"2021/Ago";"2021/Set";"2021/Out";"2021/Nov";"2021/Dez";"2022/Jan";"2022/Fev";"2022/Mar";"2022/Abr";"2022/Mai";"2022/Jun";"2022/Jul";"2022/Ago";"2022/Set";"2022/Out";"2022/Nov"
"353710 PEDREIRA";-;10;10;10;10;10;10;10;10;10;10;10;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;-;-;-;-;-;-
"353730 PENAPOLIS";-;10;20;20;20;20;20;20;20;20;20;20;10;10;10;10;10;10;10;10;10;10;10;10;-;-;-;-;-;-;-;-;-
"353780 PIEDADE";-;-;-;-;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;-;-;-;-;-;-;-;-;-;-;-
"353800 PINDAMONHANGABA";10;10;15;15;15;15;10;10;10;10;10;10;10;20;20;20;20;20;20;20;20;20;20;12;12;-;-;-;-;-;-;-;-
"353870 PIRACICABA";36;30;33;46;60;60;60;60;60;52;52;52;53;53;53;58;58;66;48;48;48;48;38;38;28;-;-;-;-;-;-;-;-
"353930 PIRASSUNUNGA";-;-;-;-;-;5;5;5;5;5;5;3;8;8;8;8;10;10;8;8;8;8;8;8;8;8;8;-;-;-;-;-;-
"353980 POA";-;8;8;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"354060 PORTO FELIZ";-;-;-;-;-;-;-;-;-;-;10;14;14;14;14;14;14;14;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"354070 PORTO FERREIRA";-;-;-;-;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;-;-;-;-;-;-;-;-
"354100 PRAIA GRANDE";34;30;30;30;30;30;30;30;30;30;30;30;33;60;60;60;60;60;60;30;30;30;30;30;-;-;-;-;-;-;-;-;-
"354130 PRESIDENTE EPITACIO";-;-;-;-;-;10;10;5;5;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;-;-;-;-;-;-;-
"354140 PRESIDENTE PRUDENTE";-;20;20;20;30;40;40;40;40;30;30;60;60;60;60;60;60;60;60;60;60;60;30;30;30;30;30;-;-;-;-;-;-
"354150 PRESIDENTE VENCESLAU";-;-;-;-;-;-;-;-;-;-;-;-;-;-;10;10;10;10;10;10;-;10;10;10;10;-;-;-;-;-;-;-;-
"354160 PROMISSAO";-;2;2;2;2;2;2;2;2;2;12;12;12;12;12;16;16;10;10;10;-;-;-;-;-;-;-;-;-;-;-;-;-
"354220 RANCHARIA";-;5;5;5;5;5;5;5;5;5;5;5;5;5;10;10;10;10;10;10;10;10;10;10;10;10;10;-;-;-;-;-;-
"354260 REGISTRO";-;10;10;10;20;30;30;30;30;30;30;30;30;30;35;35;35;35;35;35;35;20;20;20;-;-;-;-;-;-;-;-;-
"354330 RIBEIRAO PIRES";-;-;-;-;-;-;-;-;-;-;-;-;-;10;10;10;10;5;5;5;5;5;5;10;10;10;10;-;-;-;-;-;-
"354340 RIBEIRAO PRETO";13;75;75;75;160;164;164;140;140;140;178;178;189;188;188;184;184;184;184;162;162;153;153;153;141;131;131;-;-;-;-;-;-
"354390 RIO CLARO";10;10;10;18;18;20;12;7;7;7;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;-;-;-;-;-;-;-;-
"354400 RIO DAS PEDRAS";-;-;-;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;-;-;-;-;-;-;-;-;-;-;-
"354520 SALTO";-;4;4;4;4;4;4;4;4;4;4;4;4;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"354580 SANTA BARBARA D'OESTE";-;-;-;15;15;20;20;20;20;20;20;20;30;30;30;30;30;30;30;30;30;30;30;30;-;-;-;-;-;-;-;-;-
"354640 SANTA CRUZ DO RIO PARDO";-;5;5;5;5;5;5;5;5;5;5;5;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;-;-;-;-;-;-
"354660 SANTA FE DO SUL";-;1;1;1;5;5;5;5;5;10;10;10;10;10;10;10;10;10;10;10;10;10;5;10;10;-;-;-;-;-;-;-;-
"354680 SANTA ISABEL";1;7;10;10;1;1;1;1;1;1;1;1;1;1;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"354730 SANTANA DE PARNAIBA";-;-;20;20;20;20;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"354780 SANTO ANDRE";-;50;70;92;52;52;52;52;52;62;82;112;145;164;164;150;150;150;150;147;147;147;75;45;35;5;5;-;-;-;-;-;-
"354850 SANTOS";120;116;126;164;159;159;134;134;134;154;154;172;231;251;181;184;184;184;149;149;57;47;47;42;42;39;10;-;-;-;-;-;-
"354870 SAO BERNARDO DO CAMPO";-;109;114;114;114;109;109;109;119;119;119;139;169;188;188;188;188;188;118;99;99;99;114;114;65;65;70;-;-;-;-;-;-
"354880 SAO CAETANO DO SUL";30;50;40;40;40;40;40;40;40;40;40;80;80;80;80;80;80;80;80;80;80;50;60;60;20;20;20;-;-;-;-;-;-
"354890 SAO CARLOS";10;40;20;20;20;20;24;24;24;24;28;40;40;44;44;44;44;44;44;44;44;40;40;25;25;25;25;-;-;-;-;-;-
"354910 SAO JOAO DA BOA VISTA";-;-;-;-;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;-;-;-;-;-;-;-;-;-
"354940 SAO JOAQUIM DA BARRA";-;5;5;5;5;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;-;-;-;-;-;-;-;-
"354970 SAO JOSE DO RIO PARDO";-;-;-;-;-;5;5;5;5;5;5;5;5;10;10;10;10;10;5;5;5;5;5;5;-;-;-;-;-;-;-;-;-
"354980 SAO JOSE DO RIO PRETO";62;95;95;95;115;129;129;129;129;129;129;129;149;157;157;157;157;157;157;149;105;105;105;105;105;55;-;-;-;-;-;-;-
"354990 SAO JOSE DOS CAMPOS";10;10;16;16;16;16;16;16;16;26;16;16;16;16;16;16;16;16;16;6;6;6;16;36;26;-;-;-;-;-;-;-;-
"355010 SAO MANUEL";3;3;3;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;-;-;-;-;-;-
"355030 SAO PAULO";937;1150;2001;2248;2206;2013;2050;1831;1685;1667;1782;1633;2441;2456;2497;2586;2586;2595;2467;1937;1858;1832;1690;1438;962;663;542;-;-;-;-;-;-
"355040 SAO PEDRO";5;5;5;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;-;-;-;-;-;-
"355060 SAO ROQUE";-;5;5;10;10;10;10;10;10;10;18;18;18;18;18;18;18;18;18;18;10;-;10;8;8;8;8;-;-;-;-;-;-
"355070 SAO SEBASTIAO";-;22;22;22;22;22;22;22;22;22;22;22;22;20;20;20;20;20;20;20;20;20;-;-;-;-;-;-;-;-;-;-;-
"355100 SAO VICENTE";37;19;34;34;34;34;34;9;9;9;9;9;10;10;10;10;10;10;10;10;10;5;15;15;15;15;15;-;-;-;-;-;-
"355150 SERRANA";-;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;-;-;-;-;-;-
"355170 SERTAOZINHO";3;4;5;10;10;12;12;12;10;10;10;10;10;10;20;20;20;20;20;20;20;10;10;10;10;1;1;-;-;-;-;-;-
"355210 SOCORRO";-;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;-;-;-;-;-;-;-;-
"355220 SOROCABA";20;15;35;50;50;45;45;45;20;20;85;85;100;110;125;125;125;125;125;115;100;70;70;60;60;40;40;-;-;-;-;-;-
"355240 SUMARE";-;24;24;24;24;24;24;24;24;24;24;24;26;26;26;26;26;26;20;20;20;20;20;20;20;20;10;-;-;-;-;-;-
"355250 SUZANO";-;-;18;18;18;18;-;-;-;-;-;-;18;38;38;39;39;39;29;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"355280 TABOAO DA SERRA";10;19;10;10;10;10;10;10;18;18;18;18;18;18;10;10;10;10;10;10;10;10;10;10;-;-;-;-;-;-;-;-;-
"355370 TAQUARITINGA";-;-;-;-;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;-;-;-;-;-;-
"355380 TAQUARITUBA";-;-;-;-;-;-;-;5;-;-;10;10;10;10;10;10;10;10;10;10;10;10;10;-;-;-;-;-;-;-;-;-;-
"355400 TATUI";5;5;5;10;10;10;10;10;10;10;10;10;10;10;15;15;15;15;15;15;15;15;8;8;8;8;8;-;-;-;-;-;-
"355410 TAUBATE";10;10;20;20;30;30;30;20;20;20;20;40;50;54;54;54;54;54;20;20;20;20;20;20;10;10;10;-;-;-;-;-;-
"355500 TUPA";-;10;10;10;15;15;15;15;15;15;15;15;15;15;15;15;15;25;25;15;15;15;15;10;-;-;-;-;-;-;-;-;-
"355540 UBATUBA";-;-;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;-;-;-;-;-;-
"355620 VALINHOS";-;-;-;-;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;-;-;-;-;-;-
"355670 VINHEDO";-;-;-;-;-;-;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;-;-;-;-;-
"355700 VOTORANTIM";-;2;5;5;7;7;7;7;7;7;7;7;7;9;14;14;14;14;14;14;10;10;10;10;10;10;10;-;-;-;-;-;-
"355710 VOTUPORANGA";10;10;10;10;16;18;18;18;18;18;18;18;23;23;23;24;24;24;24;24;24;24;24;24;24;24;-;-;-;-;-;-;-
"410140 APUCARANA";10;6;6;6;13;14;14;14;14;14;20;20;20;20;23;23;23;23;23;23;23;23;23;23;23;23;23;-;-;-;-;-;-
"410150 ARAPONGAS";20;20;20;20;20;30;30;30;30;30;50;55;60;65;71;71;71;71;71;71;71;71;35;35;35;-;-;-;-;-;-;-;-
"410180 ARAUCARIA";-;10;10;10;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"410200 ASSIS CHATEAUBRIAND";10;10;10;14;14;14;14;14;14;14;28;28;28;28;28;28;28;28;28;28;28;28;28;28;28;28;28;-;-;-;-;-;-
"410210 ASTORGA";-;-;-;-;-;-;-;-;-;-;-;-;3;3;3;3;3;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"410240 BANDEIRANTES";8;8;-;8;8;8;8;8;8;8;8;8;7;7;10;10;10;10;10;10;10;10;10;10;10;10;10;-;-;-;-;-;-
"410370 CAMBE";-;-;-;-;-;-;-;-;-;-;-;-;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;-;-;-;-;-;-
"410400 CAMPINA GRANDE DO SUL";20;20;-;-;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;-;-;-;-;-;-
"410420 CAMPO LARGO";20;-;-;-;-;-;-;-;-;-;-;-;52;52;52;57;57;57;57;57;57;57;57;57;57;57;57;-;-;-;-;-;-
"410430 CAMPO MOURAO";14;19;15;15;21;21;21;21;21;21;21;18;24;24;31;35;35;35;35;38;38;38;35;35;6;6;6;-;-;-;-;-;-
"410480 CASCAVEL";29;10;10;36;46;46;46;46;46;46;64;70;112;112;112;112;112;112;112;112;92;92;62;62;42;42;42;-;-;-;-;-;-
"410490 CASTRO";-;-;-;-;-;-;-;-;-;-;-;-;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;-;-;-;-;-;-
"410530 CEU AZUL";-;-;-;-;-;-;-;-;-;-;-;-;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;-;-;-;-;-;-
"410540 CHOPINZINHO";10;-;-;-;10;10;10;10;10;10;10;10;10;10;13;13;13;13;13;13;13;13;13;13;-;-;-;-;-;-;-;-;-
"410550 CIANORTE";6;6;6;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;-;-;-;-;-;-;-;-
"410590 COLORADO";10;10;10;10;10;10;10;10;10;10;10;22;20;20;20;20;20;20;20;20;20;20;20;20;-;-;-;-;-;-;-;-;-
"410640 CORNELIO PROCOPIO";10;10;-;-;-;-;-;-;-;-;-;-;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;-;-;-;-;-;-
"410690 CURITIBA";194;206;206;304;326;326;326;293;364;376;376;425;514;521;531;540;540;540;540;406;253;203;196;186;186;32;-;-;-;-;-;-;-
"410720 DOIS VIZINHOS";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;8;8;8;8;8;8;8;8;8;8;8;8;-;-;-;-;-;-
"410830 FOZ DO IGUACU";17;17;17;17;30;30;30;30;50;50;50;50;70;70;70;70;70;70;70;70;70;70;70;70;-;-;-;-;-;-;-;-;-
"410840 FRANCISCO BELTRAO";10;10;10;10;10;10;10;10;10;10;10;20;24;24;33;33;33;33;33;33;22;22;22;22;22;22;-;-;-;-;-;-;-
"410860 GOIOERE";10;-;-;10;10;10;10;10;10;10;10;10;10;10;10;13;13;13;13;13;13;13;10;10;10;-;-;-;-;-;-;-;-
"410940 GUARAPUAVA";40;10;10;30;30;30;30;30;30;30;40;40;50;50;45;45;45;45;45;45;40;40;40;40;40;40;-;-;-;-;-;-;-
"411070 IRATI";8;-;-;-;4;4;4;4;4;4;4;4;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;-;-;-;-;-;-
"411150 IVAIPORA";-;-;-;20;4;4;4;4;4;4;24;24;24;24;24;24;24;24;24;24;24;24;24;24;24;24;24;20;-;-;-;-;-
"411320 LAPA";3;3;-;-;-;-;-;-;-;-;-;-;-;6;9;9;9;9;9;9;9;9;9;9;10;10;10;-;-;-;-;-;-
"411330 LARANJEIRAS DO SUL";10;-;10;10;10;10;10;10;10;10;10;10;10;10;11;11;11;11;11;10;10;10;10;10;-;-;-;-;-;-;-;-;-
"411350 LOANDA";4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"411370 LONDRINA";46;46;46;46;66;66;66;66;66;66;66;66;66;106;106;106;106;106;106;106;106;106;106;106;106;-;-;-;-;-;-;-;-
"411520 MARINGA";75;40;30;50;50;50;60;60;50;50;50;50;71;61;61;61;61;61;66;66;66;66;66;40;40;20;10;-;-;-;-;-;-
"411560 MATELANDIA";10;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"411580 MEDIANEIRA";-;-;-;-;-;-;-;-;-;-;-;-;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;-;-
"411605 MISSAL";-;-;-;-;-;-;-;-;-;-;-;-;3;3;3;10;10;10;10;10;10;10;10;10;10;10;10;-;-;-;-;-;-
"411670 NOVA AURORA";-;-;-;-;-;-;-;-;-;-;-;-;6;6;10;10;10;10;10;10;10;10;10;10;10;10;10;-;-;-;-;-;-
"411760 PALMAS";10;-;-;-;2;10;10;10;10;10;10;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;-;-;-;-;-;-
"411790 PALOTINA";10;-;-;-;-;-;-;-;-;-;-;-;10;10;10;10;10;10;10;10;10;10;10;10;10;10;-;-;-;-;-;-;-
"411820 PARANAGUA";10;-;-;10;20;20;20;20;20;20;20;25;35;35;35;35;35;35;35;35;35;35;35;35;35;20;20;-;-;-;-;-;-
"411840 PARANAVAI";10;-;-;10;10;10;10;10;10;10;10;10;20;20;20;20;20;20;20;20;20;20;20;20;-;-;-;-;-;-;-;-;-
"411850 PATO BRANCO";20;-;-;7;12;12;12;12;12;8;8;8;8;8;8;8;8;8;8;8;8;8;8;7;7;2;2;-;-;-;-;-;-
"411990 PONTA GROSSA";10;10;10;20;30;30;30;30;30;30;38;38;38;48;48;58;58;58;58;58;58;58;58;58;10;10;10;-;-;-;-;-;-
"412035 PRANCHITA";3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"412410 SANTO ANTONIO DA PLATINA";10;-;-;10;10;10;10;10;10;10;10;10;15;15;15;15;15;15;15;15;15;15;15;15;15;15;-;-;-;-;-;-;-
"412550 SAO JOSE DOS PINHAIS";10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;-;-;-;-;-;-
"412625 SARANDI";12;12;12;12;12;12;12;12;15;25;25;30;48;48;48;48;48;48;48;48;34;34;34;34;-;-;-;-;-;-;-;-;-
"412710 TELEMACO BORBA";4;-;-;10;14;24;24;24;24;24;30;30;38;38;43;43;43;43;43;43;43;43;43;43;43;43;43;-;-;-;-;-;-
"412770 TOLEDO";16;60;16;16;16;16;16;16;16;16;24;24;24;24;24;24;24;24;24;24;24;24;24;24;24;24;24;-;-;-;-;-;-
"412810 UMUARAMA";39;38;42;42;30;30;30;30;30;30;30;30;47;47;47;47;47;47;47;37;37;37;27;27;27;27;27;-;-;-;-;-;-
"412820 UNIAO DA VITORIA";6;-;-;-;6;6;6;6;6;6;6;11;11;11;11;11;11;11;11;11;11;8;8;4;4;4;4;-;-;-;-;-;-
"420140 ARARANGUA";-;-;10;10;10;10;10;10;10;20;20;20;20;30;40;40;40;40;40;40;40;40;40;40;10;-;-;-;-;-;-;-;-
"420200 BALNEARIO CAMBORIU";-;-;20;20;26;30;30;30;30;30;30;30;30;30;30;30;30;30;24;24;24;24;20;20;-;-;-;-;-;-;-;-;-
"420230 BIGUACU";-;-;-;-;-;10;10;10;10;10;10;20;10;10;10;10;10;10;10;10;10;10;10;10;-;-;-;-;-;-;-;-;-
"420240 BLUMENAU";26;26;26;36;71;71;71;71;71;71;71;71;71;71;71;71;71;71;71;61;61;61;61;30;30;-;-;-;-;-;-;-;-
"420290 BRUSQUE";-;-;-;10;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;-;-;-;-;-;-
"420300 CACADOR";-;-;10;10;10;10;10;-;-;10;10;10;12;20;20;20;20;20;20;20;20;20;20;20;20;20;20;-;-;-;-;-;-
"420360 CAMPOS NOVOS";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;10;10;10;10;10;10;10;10;10;10;10;10;-;-;-;-;-;-
"420380 CANOINHAS";-;5;5;5;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;-;-;-;-;-;-
"420420 CHAPECO";10;20;20;30;30;40;40;40;52;52;52;94;114;114;114;114;114;114;92;92;72;72;52;52;12;12;12;-;-;-;-;-;-
"420430 CONCORDIA";-;16;16;16;16;16;16;16;16;16;16;20;20;20;20;20;20;20;20;20;20;20;10;10;10;10;10;-;-;-;-;-;-
"420460 CRICIUMA";15;15;15;25;35;35;35;35;35;35;35;55;55;55;55;55;55;55;55;35;35;35;35;35;35;35;35;-;-;-;-;-;-
"420480 CURITIBANOS";-;6;6;6;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;-;-;-;-;-;-
"420540 FLORIANOPOLIS";-;73;95;97;101;115;110;100;100;100;100;104;114;108;108;108;108;128;128;128;123;115;115;115;115;74;74;-;-;-;-;-;-
"420550 FRAIBURGO";-;-;-;-;-;6;6;6;6;6;6;6;6;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"420590 GASPAR";-;10;10;10;10;10;10;10;10;10;10;10;10;10;20;20;20;20;20;20;20;20;20;20;10;10;10;-;-;-;-;-;-
"420690 IBIRAMA";-;5;5;5;5;1;10;10;10;10;10;20;10;10;20;20;20;20;20;20;10;10;10;10;10;10;-;-;-;-;-;-;-
"420700 ICARA";-;-;-;-;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;-;-;-;-;-;-;-;-;-
"420730 IMBITUBA";-;-;-;-;-;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;-;-;-;-;-;-;-;-;-
"420750 INDAIAL";-;-;-;-;10;10;10;10;10;10;10;10;10;20;20;22;22;22;22;22;22;22;22;22;-;-;-;-;-;-;-;-;-
"420820 ITAJAI";10;15;15;50;70;70;70;70;70;70;70;70;70;80;80;80;80;80;80;80;80;80;80;40;-;-;-;-;-;-;-;-;-
"420850 ITUPORANGA";-;-;-;-;-;-;-;-;-;-;5;5;5;5;6;6;6;6;6;6;6;6;6;6;6;6;6;-;-;-;-;-;-
"420890 JARAGUA DO SUL";-;10;10;10;10;10;10;10;10;10;10;20;20;40;40;40;40;40;40;40;30;30;30;30;30;30;30;-;-;-;-;-;-
"420900 JOACABA";6;6;6;10;10;10;10;10;10;10;10;10;10;15;15;15;15;15;15;15;15;15;15;15;15;15;15;-;-;-;-;-;-
"420910 JOINVILLE";60;77;77;77;134;134;105;105;105;105;105;117;142;143;143;143;143;143;143;143;143;143;143;133;82;82;82;-;-;-;-;-;-
"420930 LAGES";17;19;19;19;39;39;46;46;46;46;46;46;66;66;75;76;76;76;76;76;30;30;30;40;40;30;30;-;-;-;-;-;-
"420940 LAGUNA";-;-;-;-;-;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;-;-;-;-;-;-;-;-;-
"421010 MAFRA";20;20;40;14;14;14;14;14;14;14;14;14;14;14;24;24;24;24;24;24;24;24;24;24;24;24;24;-;-;-;-;-;-
"421050 MARAVILHA";-;-;1;1;1;1;1;1;1;-;-;-;10;10;10;10;10;10;10;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"421150 NOVA TRENTO";-;-;-;-;10;10;10;10;10;10;10;10;10;15;15;15;15;15;15;15;15;15;15;15;15;-;-;-;-;-;-;-;-
"421360 PORTO UNIAO";-;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;-;-;-;-;-;-
"421480 RIO DO SUL";-;-;-;-;10;10;10;10;10;10;10;10;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;-;-;-;-;-;-
"421500 RIO NEGRINHO";-;-;-;-;-;-;-;-;-;-;-;-;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;-;-;-;-;-;-
"421550 SANTA CECILIA";5;5;8;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"421580 SAO BENTO DO SUL";-;-;-;-;3;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;-;-;-;-;-;-
"421630 SAO JOAO BATISTA";-;-;-;-;-;-;-;-;-;-;-;-;-;10;10;10;10;10;10;10;10;10;10;10;10;10;-;-;-;-;-;-;-
"421660 SAO JOSE";-;-;19;-;19;19;19;24;24;24;24;33;33;47;47;47;47;47;47;47;47;33;-;-;-;-;-;-;-;-;-;-;-
"421720 SAO MIGUEL DO OESTE";2;2;8;8;18;18;18;18;18;18;18;18;18;25;25;25;25;25;25;25;20;20;20;20;20;-;-;-;-;-;-;-;-
"421770 SOMBRIO";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;10;10;10;10;10;10;10;10;10;-;-;-;-;-;-;-;-;-
"421780 TAIO";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;10;10;10;10;10;10;10;10;-;-;-;-;-;-;-;-
"421800 TIJUCAS";-;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;-;-;-;-;-;-;-;-;-;-;-;-
"421820 TIMBO";-;45;55;55;55;55;55;55;55;55;55;55;55;55;55;55;55;55;55;55;30;30;30;30;30;30;30;-;-;-;-;-;-
"421870 TUBARAO";-;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;10;10;10;10;10;10;10;10;10;10;-;-;-;-;-
"421930 VIDEIRA";-;-;-;-;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;-;-;-;-;-;-
"421950 XANXERE";10;11;10;10;20;20;20;16;16;16;16;16;16;20;20;20;20;20;20;20;20;20;20;10;-;-;-;-;-;-;-;-;-
"430040 ALEGRETE";10;7;7;10;10;10;10;10;8;8;8;8;15;15;15;15;15;15;15;13;13;13;13;13;13;13;13;-;-;-;-;-;-
"430060 ALVORADA";-;-;-;-;-;-;-;-;-;-;-;-;-;6;6;6;6;6;6;6;6;6;6;6;6;6;-;-;-;-;-;-;-
"430160 BAGE";14;14;14;14;14;14;14;5;5;6;9;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;-;-;-;-;-;-;-
"430210 BENTO GONCALVES";-;5;5;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;5;5;-;-;-;-;-;-;-;-;-
"430300 CACHOEIRA DO SUL";-;8;8;8;8;8;8;8;10;10;10;15;10;10;10;10;10;10;10;10;10;10;10;10;10;-;-;-;-;-;-;-;-
"430310 CACHOEIRINHA";-;8;8;8;8;18;18;18;18;16;16;16;22;24;24;24;16;16;16;16;16;16;16;16;16;-;-;-;-;-;-;-;-
"430350 CAMAQUA";-;-;-;-;-;-;-;10;10;10;10;10;14;14;14;14;14;14;14;14;14;14;14;14;14;-;-;-;-;-;-;-;-
"430390 CAMPO BOM";-;-;-;-;-;-;-;-;-;-;-;-;22;22;22;12;12;12;12;12;12;12;12;-;-;-;-;-;-;-;-;-;-
"430440 CANELA";-;-;-;-;-;5;5;5;5;5;5;5;15;15;15;15;15;15;15;15;15;15;15;10;10;10;10;10;-;-;-;-;-
"430450 CANGUCU";-;10;10;10;10;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"430460 CANOAS";30;20;20;20;30;40;40;40;40;40;61;95;100;100;100;101;101;101;101;101;101;101;101;101;51;40;-;-;-;-;-;-;-
"430463 CAPAO DA CANOA";-;1;1;1;1;1;1;1;-;1;1;5;1;10;10;10;10;10;10;10;10;10;10;10;10;-;-;-;-;-;-;-;-
"430470 CARAZINHO";-;-;-;6;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;-;-;-;-;-;-;-
"430510 CAXIAS DO SUL";49;25;25;24;50;53;53;53;61;76;77;113;124;129;109;115;89;89;84;82;82;82;82;82;-;-;-;-;-;-;-;-;-
"430535 CHARQUEADAS";-;-;-;-;10;10;10;10;10;10;10;10;20;20;20;20;20;20;20;20;20;20;20;20;20;-;-;-;-;-;-;-;-
"430610 CRUZ ALTA";10;10;10;12;12;12;12;12;12;12;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;2;-;-;-;-;-;-;-
"430660 DOM PEDRITO";10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;-;-;-;-;-;-;-
"430680 ENCANTADO";-;-;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;-;-;-;-;-;-;-;-;-
"430700 ERECHIM";5;5;18;18;23;23;23;23;23;23;23;26;32;32;32;32;32;32;32;32;32;32;32;32;32;8;8;-;-;-;-;-;-
"430750 ESPUMOSO";-;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;-;-;-;-;-;-
